Filename,Style,Genre,Date,Predictions,Real Values
40337.jpg,Impressionism,cityscape,1904.0,Vincent van Gogh,Tom Roberts
5398.jpg,Romanticism,landscape,1840,Pierre-Auguste Renoir,William Turner
67266.jpg,Realism,portrait,1902.0,Edgar Degas,Ilya Repin
62959.jpg,Pointillism,genre painting,c.1887,Boris Kustodiev,Paul Signac
65228.jpg,Impressionism,genre painting,1879,Edgar Degas,Edgar Degas
30918.jpg,Magic Realism,landscape,1938,Theophile Steinlen,Eric Ravilious
70585.jpg,Early Renaissance,religious painting,1445,Vincent van Gogh,Fra Angelico
49940.jpg,Romanticism,cityscape,1828.0,Eugene Boudin,David Cox
87957.jpg,Romanticism,landscape,1838,Camille Corot,Thomas Cole
18616.jpg,Early Renaissance,religious painting,c.1432,Edgar Degas,Filippo Lippi
78983.jpg,Impressionism,genre painting,1882,Pierre-Auguste Renoir,Henri de Toulouse-Lautrec
103152.jpg,Impressionism,landscape,1896,Eugene Boudin,Eugene Boudin
4334.jpg,Early Renaissance,religious painting,1440,Edgar Degas,Fra Angelico
15721.jpg,Expressionism,genre painting,1938,Camille Corot,Balthus
78188.jpg,Rococo,portrait,1772.0,Camille Corot,Charles Willson Peale
29447.jpg,Impressionism,landscape,1915,Pierre-Auguste Renoir,Julian Alden Weir
26670.jpg,Realism,genre painting,1875,Eugene Boudin,Adolph Menzel
34633.jpg,High Renaissance,religious painting,1493,Theophile Steinlen,Cima da Conegliano
57631.jpg,Magic Realism,landscape,1983.0,Theophile Steinlen,Eyvind Earle
61258.jpg,Surrealism,symbolic painting,,Camille Corot,Zdislav Beksinski
98626.jpg,Neoclassicism,portrait,1772,Camille Corot,John Singleton Copley
99436.jpg,Impressionism,flower painting,1893,Pyotr Konchalovsky,Gustave Caillebotte
49370.jpg,Post-Impressionism,genre painting,1899,Boris Kustodiev,Henri de Toulouse-Lautrec
602.jpg,Impressionism,landscape,1898,Camille Pissarro,Camille Pissarro
5561.jpg,Mannerism (Late Renaissance),allegorical painting,c.1564,Vincent van Gogh,Tintoretto
21562.jpg,Impressionism,genre painting,1874,Edgar Degas,Berthe Morisot
41964.jpg,Baroque,genre painting,1631,Vincent van Gogh,Adriaen van de Venne
6658.jpg,Baroque,portrait,1627,Camille Corot,Anthony van Dyck
102444.jpg,Realism,flower painting,1879,Vincent van Gogh,Henri Fantin-Latour
37580.jpg,Impressionism,cityscape,1889.0,Camille Corot,Tom Roberts
85673.jpg,Post-Impressionism,landscape,1888,Camille Pissarro,Paul Gauguin
65148.jpg,Impressionism,portrait,1895,Camille Corot,Filipp Malyavin
1176.jpg,Realism,sketch and study,,Theophile Steinlen,Theodor Severin Kittelsen
91195.jpg,Romanticism,genre painting,1832,Camille Corot,Karl Bodmer
29474.jpg,Romanticism,portrait,1832,Camille Corot,Karl Bodmer
95148.jpg,Orientalism,genre painting,1870,Edgar Degas,Jean-Leon Gerome
83027.jpg,Impressionism,genre painting,c.1880,Edgar Degas,Edgar Degas
98838.jpg,Neoclassicism,portrait,1869,Camille Corot,William-Adolphe Bouguereau
34507.jpg,Divisionism,landscape,,Vincent van Gogh,Henri Martin
72484.jpg,Impressionism,portrait,1877,Pierre-Auguste Renoir,Pierre-Auguste Renoir
23066.jpg,Romanticism,genre painting,,Theophile Steinlen,Sir Lawrence Alma-Tadema
58428.jpg,Realism,cityscape,1872,Vincent van Gogh,Vasily Vereshchagin
98974.jpg,Post-Impressionism,landscape,1889,Pyotr Konchalovsky,Paul Gauguin
91334.jpg,Post-Impressionism,portrait,1888,Camille Pissarro,Paul Gauguin
67103.jpg,Baroque,self-portrait,1632,Pierre-Auguste Renoir,Anthony van Dyck
79873.jpg,Realism,pastorale,1887.0,Eugene Boudin,Anton Mauve
77089.jpg,Neoclassicism,portrait,1921,Camille Corot,Pablo Picasso
36176.jpg,Early Renaissance,religious painting,1450.0,Theophile Steinlen,Jacopo Bellini
41350.jpg,Impressionism,portrait,1889,Pierre-Auguste Renoir,Berthe Morisot
88709.jpg,Post-Impressionism,genre painting,c.1915,Camille Pissarro,Maurice Prendergast
38659.jpg,Romanticism,mythological painting,1886,Pierre-Auguste Renoir,John William Waterhouse
53481.jpg,Early Renaissance,religious painting,1435,Theophile Steinlen,Fra Angelico
102656.jpg,Impressionism,landscape,,Camille Pissarro,John Singer Sargent
73023.jpg,Impressionism,genre painting,1880,Eugene Boudin,Henri de Toulouse-Lautrec
12663.jpg,Art Nouveau (Modern),illustration,,Theophile Steinlen,Theophile Steinlen
90558.jpg,Lyrical Abstraction,abstract,1974,Vincent van Gogh,Edward Avedisian
102881.jpg,Baroque,genre painting,1631,Theophile Steinlen,Adriaen van de Venne
19653.jpg,Pointillism,landscape,c.1895,Vincent van Gogh,Henri-Edmond Cross
43592.jpg,Neoclassicism,portrait,1769,Edgar Degas,John Singleton Copley
15293.jpg,Luminism,landscape,1869.0,Camille Corot,David Johnson
21130.jpg,Impressionism,portrait,1912,Pierre-Auguste Renoir,Pierre-Auguste Renoir
10133.jpg,Color Field Painting,abstract,1966,Vincent van Gogh,Gene Davis
62815.jpg,Mannerism (Late Renaissance),allegorical painting,c.1575,Edgar Degas,Titian
55503.jpg,Romanticism,marina,1863,Eugene Boudin,Ivan Aivazovsky
56580.jpg,Impressionism,cityscape,1884,Eugene Boudin,Eugene Boudin
74557.jpg,Luminism,landscape,,Camille Corot,Albert Bierstadt
18102.jpg,Magic Realism,landscape,1983.0,Theophile Steinlen,Eyvind Earle
7214.jpg,Northern Renaissance,portrait,c.1480,Edgar Degas,Hans Memling
57192.jpg,Realism,landscape,1892.0,Camille Corot,Jose Maria Velasco
86501.jpg,Post-Impressionism,portrait,1888,Boris Kustodiev,Paul Gauguin
12479.jpg,Impressionism,still life,1879,Camille Pissarro,Georges Seurat
18339.jpg,Impressionism,cityscape,c.1899,Vincent van Gogh,Maurice Prendergast
34429.jpg,Realism,genre painting,1875,Camille Pissarro,Thomas Eakins
62107.jpg,Impressionism,landscape,,Camille Pissarro,Winston Churchill
64571.jpg,Symbolism,portrait,1923.0,Boris Kustodiev,Jozsef Rippl-Ronai
44592.jpg,Post-Impressionism,landscape,1888,Camille Pissarro,Paul Gauguin
79487.jpg,Ink and wash painting,landscape,1780.0,Theophile Steinlen,Yosa Buson
50802.jpg,Post-Impressionism,landscape,1899,Vincent van Gogh,Felix Vallotton 
39645.jpg,Realism,portrait,c.1878,Edgar Degas,John Singer Sargent
99402.jpg,Romanticism,portrait,1804,Edgar Degas,Francisco Goya
35001.jpg,Magic Realism,landscape,1996.0,Edgar Degas,Eyvind Earle
20710.jpg,Byzantine,miniature,c.1400,Theophile Steinlen,Andrei Rublev
10412.jpg,Naïve Art (Primitivism),genre painting,c.1907,Vincent van Gogh,Henri Rousseau
100772.jpg,Romanticism,landscape,,Eugene Boudin,John Constable
38996.jpg,Impressionism,genre painting,1912,Camille Pissarro,Childe Hassam
34567.jpg,Impressionism,genre painting,1871,Edgar Degas,Berthe Morisot
38780.jpg,Cubism,still life,c.1914,Edgar Degas,Roger de La Fresnaye
83042.jpg,Baroque,veduta,1729,Vincent van Gogh,Canaletto
60367.jpg,Impressionism,landscape,,Edgar Degas,Piet Mondrian
34365.jpg,Impressionism,cityscape,1902.0,Vincent van Gogh,Vilhelm Hammershoi
76199.jpg,Post-Impressionism,landscape,c.1905,Pyotr Konchalovsky,Paul Cezanne
3010.jpg,Post-Impressionism,cityscape,c.1881,Vincent van Gogh,Paul Cezanne
53829.jpg,Cubism,sketch and study,,Vincent van Gogh,Pablo Picasso
68674.jpg,Post-Impressionism,portrait,1891,Vincent van Gogh,Henri de Toulouse-Lautrec
26208.jpg,Mannerism (Late Renaissance),religious painting,c.1604,Camille Corot,El Greco
23483.jpg,Mannerism (Late Renaissance),religious painting,1581,Vincent van Gogh,Tintoretto
37604.jpg,Impressionism,cityscape,c.1895,Vincent van Gogh,Maurice Prendergast
22941.jpg,Northern Renaissance,religious painting,1435,Vincent van Gogh,Robert Campin
74185.jpg,Romanticism,literary painting,1801.0,Pyotr Konchalovsky,Anne-Louis Girodet
30537.jpg,Expressionism,portrait,1914,Vincent van Gogh,Amedeo Modigliani
71047.jpg,Naïve Art (Primitivism),self-portrait,1929.0,Boris Kustodiev,Time Flies
5364.jpg,Impressionism,portrait,1893.0,Camille Corot,Tom Roberts
92312.jpg,Impressionism,landscape,1878,Camille Pissarro,Camille Pissarro
101584.jpg,Baroque,portrait,c.1635,Pierre-Auguste Renoir,Peter Paul Rubens
57613.jpg,Realism,genre painting,1867,Eugene Boudin,Gustave Courbet
77295.jpg,Realism,self-portrait,1859,Edgar Degas,James McNeill Whistler
61908.jpg,Magic Realism,landscape,1991.0,Vincent van Gogh,Eyvind Earle
100451.jpg,Cloisonnism,landscape,1894,Camille Pissarro,Paul Gauguin
16454.jpg,Baroque,allegorical painting,1685.0,Edgar Degas,Luca Giordano
1105.jpg,Impressionism,landscape,1905,Edgar Degas,John Singer Sargent
41924.jpg,Realism,portrait,,Edgar Degas,Giovanni Boldini
6375.jpg,Surrealism,symbolic painting,,Edgar Degas,Zdislav Beksinski
78547.jpg,Early Renaissance,religious painting,1465,Pyotr Konchalovsky,Benozzo Gozzoli
77812.jpg,Impressionism,flower painting,1882,Pierre-Auguste Renoir,Pierre-Auguste Renoir
58196.jpg,Magic Realism,nude painting (nu),1988.0,Theophile Steinlen,Eyvind Earle
77277.jpg,Impressionism,landscape,c.1894,Pierre-Auguste Renoir,John Henry Twachtman
41079.jpg,Impressionism,genre painting,1888,Eugene Boudin,Childe Hassam
28131.jpg,Divisionism,cityscape,1915,Vincent van Gogh,Henri Martin
4125.jpg,Baroque,veduta,1747,Camille Corot,Giovanni Paolo Panini
41230.jpg,Expressionism,illustration,1937.0,Gustave Dore,Lynd Ward
13740.jpg,Impressionism,cityscape,1888,Pierre-Auguste Renoir,Childe Hassam
95929.jpg,Romanticism,portrait,1868,Boris Kustodiev,William Holman Hunt
87808.jpg,Romanticism,landscape,1842.0,Camille Corot,David Cox
90174.jpg,Impressionism,landscape,1885,Camille Pissarro,Paul Gauguin
64754.jpg,Symbolism,portrait,,Boris Kustodiev,Odilon Redon
50048.jpg,Mannerism (Late Renaissance),religious painting,1587,Camille Corot,Tintoretto
8440.jpg,Magic Realism,landscape,,Boris Kustodiev,Eyvind Earle
44881.jpg,Impressionism,genre painting,c.1881,Pierre-Auguste Renoir,Berthe Morisot
53540.jpg,Impressionism,genre painting,1908,Edgar Degas,Mary Cassatt
6330.jpg,Post-Impressionism,portrait,1888,Boris Kustodiev,Henri de Toulouse-Lautrec
65931.jpg,Impressionism,portrait,1871,Pierre-Auguste Renoir,Pierre-Auguste Renoir
1798.jpg,Impressionism,portrait,1917,Pierre-Auguste Renoir,Pierre-Auguste Renoir
9050.jpg,Neoclassicism,portrait,1773,Camille Corot,John Singleton Copley
74263.jpg,Impressionism,cityscape,,Camille Pissarro,Cornelis Vreedenburgh
65295.jpg,Baroque,religious painting,c.1608,Edgar Degas,Peter Paul Rubens
39668.jpg,Northern Renaissance,religious painting,1520,Camille Corot,Lucas Cranach the Elder
4468.jpg,Romanticism,illustration,,Theophile Steinlen,Luc-Olivier Merson
87358.jpg,High Renaissance,religious painting,1504,Edgar Degas,Pietro Perugino
76954.jpg,Post-Impressionism,portrait,1897,Pyotr Konchalovsky,Henri de Toulouse-Lautrec
77700.jpg,Post-Impressionism,cityscape,,Camille Pissarro,Gustave Loiseau
1854.jpg,Post-Impressionism,cityscape,,Camille Pissarro,Gustave Loiseau
78385.jpg,Baroque,sketch and study,1634,Theophile Steinlen,Rembrandt
61844.jpg,Naïve Art (Primitivism),portrait,1905,Camille Corot,Henri Rousseau
85799.jpg,Impressionism,genre painting,1888,Pierre-Auguste Renoir,Mary Cassatt
71901.jpg,Baroque,cityscape,,Camille Pissarro,Canaletto
96107.jpg,Impressionism,portrait,1892,Pierre-Auguste Renoir,Mary Cassatt
35699.jpg,Ukiyo-e,portrait,1888.0,Boris Kustodiev,The appearance of a ‘castle-toppler’ of the Tempo era
24191.jpg,Realism,animal painting,1876,Pierre-Auguste Renoir,Edouard Manet
32687.jpg,Magic Realism,landscape,,Boris Kustodiev,Eyvind Earle
70994.jpg,Lyrical Abstraction,abstract,1975,Vincent van Gogh,Edward Avedisian
8056.jpg,Symbolism,genre painting,1896,Edgar Degas,Henri Fantin-Latour
42071.jpg,Proto Renaissance,religious painting,1299,Theophile Steinlen,Giotto
23904.jpg,Post-Impressionism,genre painting,1888,Camille Pissarro,Paul Gauguin
37023.jpg,Naïve Art (Primitivism),portrait,1905,Vincent van Gogh,Henri Rousseau
60454.jpg,Romanticism,portrait,1911,Pyotr Konchalovsky,Sir Lawrence Alma-Tadema
17006.jpg,Mannerism (Late Renaissance),religious painting,1587,Camille Corot,Tintoretto
17066.jpg,Mannerism (Late Renaissance),mythological painting,c.1570,Edgar Degas,Paolo Veronese
66321.jpg,High Renaissance,religious painting,,Camille Corot,Titian
6822.jpg,Magic Realism,landscape,,Theophile Steinlen,Eric Ravilious
87884.jpg,Impressionism,genre painting,1884.0,Pierre-Auguste Renoir,Tom Roberts
49365.jpg,Impressionism,landscape,,Pierre-Auguste Renoir,Pierre-Auguste Renoir
38230.jpg,Divisionism,landscape,,Camille Pissarro,Henri Martin
9551.jpg,Impressionism,landscape,1890,Pyotr Konchalovsky,Childe Hassam
33871.jpg,Naïve Art (Primitivism),portrait,,Vincent van Gogh,Diego Rivera
19304.jpg,Analytical Cubism,still life,1912,Vincent van Gogh,Juan Gris
33260.jpg,Expressionism,portrait,1924.0,Edgar Degas,Nicolae Tonitza
72201.jpg,Romanticism,portrait,c.1890,Pierre-Auguste Renoir,Konstantin Makovsky
33141.jpg,Mannerism (Late Renaissance),portrait,1556,Camille Corot,Agnolo Bronzino
93188.jpg,Romanticism,sketch and study,,Boris Kustodiev,George Frederick Watts
80462.jpg,Constructivism,design,1928,Theophile Steinlen,El Lissitzky
90170.jpg,Abstract Expressionism,abstract,1961.0,Pierre-Auguste Renoir,Cy Twombly
37625.jpg,Impressionism,portrait,1887,Pierre-Auguste Renoir,Pierre-Auguste Renoir
38449.jpg,Expressionism,illustration,1934.0,Gustave Dore,Lynd Ward
92591.jpg,Magic Realism,landscape,1988.0,Theophile Steinlen,Eyvind Earle
11226.jpg,Impressionism,portrait,1877,Pierre-Auguste Renoir,Pierre-Auguste Renoir
29843.jpg,Impressionism,landscape,c.1880,Eugene Boudin,Gustave Caillebotte
31364.jpg,High Renaissance,religious painting,1502,Pyotr Konchalovsky,Luca Signorelli
53416.jpg,Impressionism,portrait,1886,Edgar Degas,Mary Cassatt
59811.jpg,Ukiyo-e,landscape,1880.0,Theophile Steinlen,Shibata Zeshin
6644.jpg,Romanticism,cloudscape,1857.0,Pierre-Auguste Renoir,David Cox
21430.jpg,Baroque,history painting,,Theophile Steinlen,Eustache Le Sueur
91082.jpg,Realism,landscape,1872,Camille Corot,Camille Corot
83039.jpg,Impressionism,nude painting (nu),1910,Pierre-Auguste Renoir,Guy Rose
82177.jpg,Impressionism,genre painting,1898,Camille Pissarro,Childe Hassam
95606.jpg,Symbolism,genre painting,,Edgar Degas,George Frederick Watts
78929.jpg,Post-Impressionism,still life,,Boris Kustodiev,Constantin Piliuta
85528.jpg,Art Nouveau (Modern),illustration,1918,Theophile Steinlen,Konstantin Somov
1293.jpg,Post-Impressionism,genre painting,1920.0,Edgar Degas,Nicolae Tonitza
74820.jpg,Impressionism,portrait,1889,Camille Pissarro,Berthe Morisot
85973.jpg,Naïve Art (Primitivism),self-portrait,1948.0,Boris Kustodiev,Frida Kahlo
20493.jpg,Cubism,landscape,1912,Vincent van Gogh,Roger de La Fresnaye
45886.jpg,Impressionism,genre painting,1881,Pierre-Auguste Renoir,Berthe Morisot
24366.jpg,Symbolism,mythological painting,1869,Edgar Degas,Odilon Redon
3256.jpg,Realism,sketch and study,1880,Vincent van Gogh,Vasily Perov
31909.jpg,Impressionism,genre painting,c.1876,Edgar Degas,Edgar Degas
33170.jpg,Luminism,landscape,,Edgar Degas,Albert Bierstadt
55713.jpg,Synthetism,religious painting,1888,Pyotr Konchalovsky,Paul Gauguin
73556.jpg,Romanticism,quadratura,1798,Eugene Boudin,Francisco Goya
7968.jpg,Realism,sketch and study,1915.0,Vincent van Gogh,Boris Kustodiev
14518.jpg,Minimalism,abstract,1999,Theophile Steinlen,Agnes Martin
70246.jpg,Symbolism,nude painting (nu),1903,Pyotr Konchalovsky,Konstantin Somov
67806.jpg,Luminism,wildlife painting,,Camille Corot,Albert Bierstadt
21024.jpg,Art Nouveau (Modern),interior,1906.0,Pyotr Konchalovsky,Leon Bakst
7730.jpg,Ukiyo-e,portrait,1888.0,Theophile Steinlen,Tsukioka Yoshitoshi
31707.jpg,Surrealism,symbolic painting,1957,Eugene Boudin,Sidney Nolan
65291.jpg,Post-Impressionism,genre painting,1892,Pyotr Konchalovsky,Paul Cezanne
7369.jpg,Naïve Art (Primitivism),religious painting,1834,Pierre-Auguste Renoir,Edward Hicks
90656.jpg,Impressionism,genre painting,1890,Eugene Boudin,Berthe Morisot
35276.jpg,Art Nouveau (Modern),cityscape,1910.0,Boris Kustodiev,Boris Kustodiev
58698.jpg,Symbolism,symbolic painting,1912,Theophile Steinlen,Nicholas Roerich
31195.jpg,Romanticism,landscape,1871.0,Camille Corot,Thomas Hill
17466.jpg,Realism,landscape,1899,Vincent van Gogh,Henry Ossawa Tanner
87804.jpg,Impressionism,genre painting,1883,Camille Pissarro,Berthe Morisot
3070.jpg,Early Renaissance,religious painting,,Pyotr Konchalovsky,Sandro Botticelli
100316.jpg,,,,Edgar Degas,han van meegeren
60226.jpg,Romanticism,portrait,1898,Edgar Degas,Sir Lawrence Alma-Tadema
86474.jpg,Realism,genre painting,1920.0,Boris Kustodiev,Boris Kustodiev
2372.jpg,Cubism,portrait,,Edgar Degas,Kazimir Malevich
46296.jpg,Symbolism,religious painting,1912,Pyotr Konchalovsky,Mikhail Nesterov
85059.jpg,Romanticism,landscape,1852.0,Pierre-Auguste Renoir,David Cox
89246.jpg,Northern Renaissance,religious painting,c.1485,Theophile Steinlen,Hans Memling
82952.jpg,Surrealism,abstract,1951,Boris Kustodiev,Joan Miro
62509.jpg,Cubism,animal painting,1913,Pyotr Konchalovsky,Franz Marc
91216.jpg,Pointillism,portrait,1892,Theophile Steinlen,Theo van Rysselberghe
59546.jpg,Regionalism,genre painting,1916,Theophile Steinlen,Norman Rockwell
33888.jpg,Divisionism,genre painting,,Camille Pissarro,Henri Martin
91211.jpg,Naïve Art (Primitivism),portrait,1937,Vincent van Gogh,Pablo Picasso
103091.jpg,Post-Impressionism,genre painting,1882,Camille Pissarro,Georges Seurat
50123.jpg,Baroque,genre painting,c.1612,Theophile Steinlen,Esaias van de Velde
56200.jpg,Neoclassicism,genre painting,1915,Camille Corot,John William Godward
60754.jpg,Art Nouveau (Modern),portrait,1923.0,Vincent van Gogh,Boris Kustodiev
86579.jpg,Ukiyo-e,portrait,1888.0,Theophile Steinlen,The appearance of a courtesan during the Kaei era
60314.jpg,Proto Renaissance,religious painting,c.1310,Vincent van Gogh,Giotto
92204.jpg,Baroque,portrait,1622,Camille Corot,Peter Paul Rubens
63582.jpg,Impressionism,landscape,1907,Pyotr Konchalovsky,John Singer Sargent
21381.jpg,Realism,genre painting,1911,Pierre-Auguste Renoir,John Singer Sargent
29550.jpg,Romanticism,genre painting,1838.0,Camille Corot,David Cox
15965.jpg,Impressionism,sketch and study,c.1875,Pierre-Auguste Renoir,Pierre-Auguste Renoir
18384.jpg,Impressionism,marina,1892,Eugene Boudin,Eugene Boudin
24020.jpg,Impressionism,landscape,1930.0,Camille Pissarro,Vilhelms Purvitis
26232.jpg,Magic Realism,landscape,1987.0,Vincent van Gogh,Eyvind Earle
81544.jpg,Tonalism,landscape,c.1892,Pierre-Auguste Renoir,Julian Alden Weir
51473.jpg,Romanticism,wildlife painting,,Edgar Degas,Albert Bierstadt
12098.jpg,Post-Impressionism,landscape,1888,Camille Pissarro,Paul Gauguin
20359.jpg,Impressionism,landscape,,Vincent van Gogh,Giovanni Boldini
87627.jpg,Romanticism,genre painting,1899,Vincent van Gogh,Lev Lagorio
6798.jpg,Romanticism,landscape,1858.0,Eugene Boudin,David Cox
61725.jpg,Luminism,landscape,c.1887,Camille Corot,Albert Bierstadt
58194.jpg,Magic Realism,still life,1923,Pyotr Konchalovsky,Felix Vallotton 
94088.jpg,Symbolism,mythological painting,1897,Edgar Degas,Gustave Moreau
30318.jpg,Baroque,mythological painting,1705.0,Eugene Boudin,Giuseppe Maria Crespi
30338.jpg,Rococo,cityscape,1738,Camille Corot,Bernardo Bellotto
1295.jpg,Contemporary Realism,,,Boris Kustodiev,garrett ames ledbetter
61277.jpg,Impressionism,portrait,,Edgar Degas,Georges Lemmen
1759.jpg,Impressionism,landscape,1907,Camille Pissarro,Arthur Streeton
88459.jpg,Cubism,landscape,1898,Pyotr Konchalovsky,Paul Cezanne
55254.jpg,Surrealism,symbolic painting,1958,Vincent van Gogh,Zdislav Beksinski
102709.jpg,Baroque,genre painting,1674,Boris Kustodiev,Pieter de Hooch
79106.jpg,Romanticism,landscape,1882.0,Camille Corot,Thomas Hill
60974.jpg,Cubism,flower painting,c.1914,Pyotr Konchalovsky,Franz Marc
49818.jpg,Impressionism,cityscape,c.1897,Vincent van Gogh,Maurice Prendergast
50851.jpg,Impressionism,genre painting,1885,Pierre-Auguste Renoir,Berthe Morisot
15766.jpg,Realism,genre painting,1876.0,Theophile Steinlen,Viktor Vasnetsov
86520.jpg,Romanticism,history painting,c.1828,Edgar Degas,Richard Parkes Bonington
43726.jpg,Northern Renaissance,cityscape,,Gustave Dore,Albrecht Durer
4340.jpg,Art Nouveau (Modern),nude painting (nu),1916,Pyotr Konchalovsky,Zinaida Serebriakova
