Filename,Date,Genre,Style,Predictions,Real Values
1113.jpg,,still life,Mannerism (Late Renaissance),Rembrandt,Giuseppe Arcimboldo
33902.jpg,1809,portrait,Romanticism,John Singer Sargent,Pierre-Paul Prud'hon
92041.jpg,1923.0,cityscape,Cubism,Henri Matisse,John Marin
61308.jpg,c.1934,still life,Expressionism,Pyotr Konchalovsky,Max Weber
69961.jpg,1899,portrait,Impressionism,Pablo Picasso,Pablo Picasso
88647.jpg,,portrait,Baroque,John Singer Sargent,Anthony van Dyck
83590.jpg,,genre painting,Regionalism,Rembrandt,Norman Rockwell
71633.jpg,1916,allegorical painting,Metaphysical art,Henri Matisse,Giorgio de Chirico
69706.jpg,1863,portrait,Realism,Camille Corot,Edouard Manet
93439.jpg,,religious painting,Early Renaissance,Albrecht Durer,Luca Signorelli
42944.jpg,,nude painting (nu),Neo-baroque,Rembrandt,Giorgio de Chirico
48119.jpg,1972,symbolic painting,Surrealism,Zdislav Beksinski,the Central Element)
25912.jpg,,illustration,International Gothic,Boris Kustodiev,Limbourg brothers
5377.jpg,,genre painting,Realism,Rembrandt,Vladimir Makovsky
5459.jpg,,history painting,Symbolism,Pablo Picasso,Konstantin Vasilyev
525.jpg,1937,portrait,Realism,Boris Kustodiev,Konstantin Yuon
14175.jpg,1475,portrait,Northern Renaissance,Albrecht Durer,Hugo van der Goes
81942.jpg,1909,genre painting,Post-Impressionism,Vincent van Gogh,Pierre Bonnard
63867.jpg,1877,genre painting,Impressionism,Edgar Degas,Edgar Degas
33863.jpg,,history painting,Neoclassicism,Albrecht Durer,William Hamilton
183.jpg,c.1455,portrait,Northern Renaissance,Albrecht Durer,Petrus Christus
88578.jpg,,genre painting,Impressionism,Camille Pissarro,Gustave Caillebotte
26748.jpg,1954,nude painting (nu),Surrealism,Zdislav Beksinski,Salvador Dali
91050.jpg,1946,portrait,Expressionism,Henri Matisse,Henri Matisse
76999.jpg,1954,portrait,Surrealism,Camille Corot,Salvador Dali
90867.jpg,c.1638,religious painting,Baroque,Camille Corot,Francisco de Zurbaran
47372.jpg,c.1664,genre painting,Baroque,Albrecht Durer,Pieter de Hooch
2576.jpg,1914,genre painting,Expressionism,Henri Matisse,Ernst Ludwig Kirchner
69800.jpg,1888,landscape,Post-Impressionism,Vincent van Gogh,Vincent van Gogh
98420.jpg,1880,landscape,Impressionism,Claude Monet,Claude Monet
12365.jpg,,portrait,Post-Impressionism,Henri Matisse,Moise Kisling
31027.jpg,1947.0,mythological painting,Surrealism,Boris Kustodiev,Paul Delvaux
44964.jpg,1887,flower painting,Post-Impressionism,Vincent van Gogh,Vincent van Gogh
84182.jpg,1912,portrait,Post-Impressionism,Pablo Picasso,Moise Kisling
17182.jpg,,interior,Romanticism,Pablo Picasso,William Turner
46037.jpg,1898,cityscape,Impressionism,Camille Pissarro,Camille Pissarro
28385.jpg,1888,sketch and study,Post-Impressionism,Vincent van Gogh,Vincent van Gogh
97682.jpg,1874,landscape,Impressionism,Claude Monet,Claude Monet
32767.jpg,,,Contemporary Realism,Henri Matisse,lisa rasmussen
49778.jpg,,,Contemporary Realism,Henri Matisse,lisa rasmussen
102793.jpg,,,Contemporary Realism,Vincent van Gogh,lisa rasmussen
67114.jpg,1816,landscape,Romanticism,Camille Corot,William Turner
66838.jpg,,flower painting,Precisionism,Pablo Picasso,Georgia O'Keeffe
9506.jpg,1868,marina,Impressionism,Ivan Aivazovsky,Claude Monet
60464.jpg,1506,religious painting,Northern Renaissance,Albrecht Durer,Lucas Cranach the Elder
70909.jpg,c.1888,sketch and study,Realism,Pablo Picasso,Koloman Moser
69841.jpg,1908,religious painting,Symbolism,Gustave Dore,Konstantin Yuon
52462.jpg,1924,nude painting (nu),Realism,Pablo Picasso,Konstantin Yuon
46176.jpg,c.1640,religious painting,Baroque,Albrecht Durer,Francisco de Zurbaran
82385.jpg,1905,genre painting,Expressionism,Pablo Picasso,Pablo Picasso
16790.jpg,1647,genre painting,Baroque,Rembrandt,Adriaen van Ostade
53558.jpg,,portrait,Neoclassicism,Vincent van Gogh,Jean Auguste Dominique Ingres
76668.jpg,,design,Art Deco,Henri Matisse,Erte
14435.jpg,1510,religious painting,High Renaissance,Vincent van Gogh,Andrea Solario
55161.jpg,1916,genre painting,Impressionism,Eugene Boudin,Konstantin Yuon
53146.jpg,1798,portrait,Neoclassicism,Camille Corot,Jean Auguste Dominique Ingres
64024.jpg,c.1500,religious painting,High Renaissance,Boris Kustodiev,Cima da Conegliano
2407.jpg,1908,cityscape,Impressionism,Claude Monet,Claude Monet
11940.jpg,,portrait,Realism,Edgar Degas,James Tissot
38852.jpg,,portrait,Realism,Albrecht Durer,James Tissot
19344.jpg,1926.0,wildlife painting,Naturalism,Camille Pissarro,Archibald Thorburn
11049.jpg,1515,religious painting,Northern Renaissance,Albrecht Durer,Matthias Grünewald
50773.jpg,1864,landscape,Realism,Vincent van Gogh,Claude Monet
624.jpg,1890.0,illustration,Neo-Romanticism,Gustave Dore,Theodor Severin Kittelsen
29499.jpg,,portrait,Romanticism,John Singer Sargent,Pierre-Paul Prud'hon
54401.jpg,1745,cityscape,Rococo,Camille Corot,Bernardo Bellotto
70492.jpg,c.1897,genre painting,Post-Impressionism,Vincent van Gogh,Maurice Prendergast
56379.jpg,1920.0,portrait,Cubism,Pablo Picasso,Fernand Leger
59092.jpg,1657,portrait,Baroque,Albrecht Durer,Gabriel Metsu
87873.jpg,1872,cityscape,Romanticism,Camille Pissarro,Cornelis Springer
93437.jpg,1495,mythological painting,High Renaissance,Gustave Dore,Andrea Mantegna
3734.jpg,1854,landscape,Romanticism,Boris Kustodiev,Ford Madox Brown
58026.jpg,c.1640,religious painting,Baroque,Camille Corot,Francisco de Zurbaran
3056.jpg,1905,genre painting,Fauvism,Henri Matisse,Henri Matisse
36102.jpg,c.1895,portrait,Naïve Art (Primitivism),Boris Kustodiev,Henri Rousseau
7839.jpg,1855,landscape,Romanticism,Rembrandt,Ford Madox Brown
29885.jpg,c.1885,mythological painting,Symbolism,John Singer Sargent,Gustave Moreau
12209.jpg,c.1886,sketch and study,Realism,Vincent van Gogh,Vincent van Gogh
19326.jpg,,sketch and study,Realism,Pablo Picasso,Theodor Severin Kittelsen
87744.jpg,1408,religious painting,Byzantine,Boris Kustodiev,Andrei Rublev
41587.jpg,1890,landscape,Impressionism,Claude Monet,Claude Monet
99383.jpg,1883.0,landscape,Realism,Camille Pissarro,Efim Volkov
96663.jpg,1920.0,genre painting,Art Nouveau (Modern),Eugene Boudin,Boris Kustodiev
101877.jpg,1908.0,religious painting,Symbolism,Zdislav Beksinski,Luc-Olivier Merson
95481.jpg,1921.0,genre painting,Cubism,Pablo Picasso,Fernand Leger
44092.jpg,c.1520,religious painting,Northern Renaissance,Boris Kustodiev,Albrecht Altdorfer
52967.jpg,1883,allegorical painting,Neoclassicism,John Singer Sargent,William-Adolphe Bouguereau
35062.jpg,1911.0,design,Art Nouveau (Modern),Pablo Picasso,Leon Bakst
46709.jpg,1878,cityscape,Impressionism,Rembrandt,Alfred Sisley
77909.jpg,c.1886,nude painting (nu),Realism,Vincent van Gogh,Vincent van Gogh
6365.jpg,,religious painting,Northern Renaissance,Vincent van Gogh,Hieronymus Bosch
3242.jpg,1933,portrait,Romanticism,Rembrandt,Alphonse Mucha
11710.jpg,,religious painting,Northern Renaissance,Vincent van Gogh,Hieronymus Bosch
81337.jpg,1885,sketch and study,Realism,Vincent van Gogh,Vincent van Gogh
28006.jpg,1929,genre painting,New Realism,Albrecht Durer,John French Sloan
46811.jpg,1852,landscape,Romanticism,Childe Hassam,Gustave Dore
30235.jpg,1820,landscape,Romanticism,Ivan Aivazovsky,John Constable
95747.jpg,1883,allegorical painting,Neoclassicism,John Singer Sargent,Gustav Klimt
70437.jpg,,religious painting,Symbolism,Camille Pissarro,Mikhail Nesterov
33184.jpg,1926.0,wildlife painting,Naturalism,Camille Pissarro,Archibald Thorburn
28856.jpg,1926,symbolic painting,Surrealism,Henri Matisse,Rene Magritte
56608.jpg,1565,genre painting,Northern Renaissance,Vincent van Gogh,Pieter Bruegel the Elder
15188.jpg,c.1605,religious painting,Baroque,Albrecht Durer,Caravaggio
44172.jpg,1905,genre painting,Pointillism,Pablo Picasso,Henri Matisse
87956.jpg,1635,religious painting,Classicism,Albrecht Durer,Nicolas Poussin
2767.jpg,,nude painting (nu),Verism,Pablo Picasso,Otto Dix
61867.jpg,1923,portrait,Art Nouveau (Modern),Boris Kustodiev,Zinaida Serebriakova
94511.jpg,1866,portrait,Realism,Rembrandt,Claude Monet
22794.jpg,1984.0,abstract,Neo-Expressionism,Pablo Picasso,Jean-Michel Basquiat
5079.jpg,,animal painting,Neo-Romanticism,Gustave Dore,Theodor Severin Kittelsen
99494.jpg,1881,portrait,Romanticism,Rembrandt,Konstantin Makovsky
78795.jpg,1494,animal painting,Northern Renaissance,Edgar Degas,Albrecht Durer
31958.jpg,1897.0,portrait,Art Nouveau (Modern),Boris Kustodiev,Jozsef Rippl-Ronai
76902.jpg,,genre painting,Realism,Camille Pissarro,Volodymyr Orlovsky
95870.jpg,1580,portrait,Mannerism (Late Renaissance),Rembrandt,Tintoretto
61769.jpg,1942,portrait,Expressionism,Pablo Picasso,Georges Braque
15115.jpg,,portrait,Ukiyo-e,Pablo Picasso,Utagawa Kuniyoshi
3057.jpg,1884,landscape,Impressionism,Claude Monet,Claude Monet
31936.jpg,1945,symbolic painting,Surrealism,Pablo Picasso,Max Ernst
16979.jpg,1938.0,symbolic painting,Surrealism,Ivan Aivazovsky,Sven Jonson
991.jpg,1630,genre painting,Baroque,Albrecht Durer,Judith Leyster
83952.jpg,1884,landscape,Impressionism,Claude Monet,Claude Monet
79679.jpg,1901,cityscape,Post-Impressionism,Boris Kustodiev,Maurice Prendergast
86900.jpg,,portrait,Neoclassicism,Boris Kustodiev,Jean Auguste Dominique Ingres
55075.jpg,c.1886,sketch and study,Realism,Vincent van Gogh,Vincent van Gogh
3506.jpg,1903,cityscape,Impressionism,Rembrandt,Claude Monet
14969.jpg,1893,genre painting,Neoclassicism,Edgar Degas,John William Godward
99541.jpg,1913,genre painting,Cubism,Pablo Picasso,Marc Chagall
28174.jpg,1900,landscape,Symbolism,Boris Kustodiev,Felix Vallotton 
101136.jpg,1482,religious painting,Early Renaissance,Albrecht Durer,Carlo Crivelli
55750.jpg,,self-portrait,Impressionism,Vincent van Gogh,Gustave Caillebotte
63702.jpg,1980,nude painting (nu),Expressionism,Vincent van Gogh,Balthus
3816.jpg,1858,genre painting,Romanticism,Gustave Dore,Edward Burne-Jones
8503.jpg,1896,illustration,Art Nouveau (Modern),Pablo Picasso,Aubrey Beardsley
46988.jpg,,design,Art Deco,Claude Monet,Erte
1356.jpg,1958,abstract,Abstract Expressionism,John Singer Sargent,Hans Hofmann
94715.jpg,,sketch and study,Realism,Pablo Picasso,Theodor Severin Kittelsen
62920.jpg,1889,landscape,Realism,Vincent van Gogh,Isaac Levitan
30749.jpg,1967,cityscape,Neo-baroque,Claude Monet,Giorgio de Chirico
31290.jpg,1904.0,self-portrait,Expressionism,Pablo Picasso,Edvard Munch
67908.jpg,,abstract,Color Field Painting,Edgar Degas,Mario Cesariny
80449.jpg,c.1886,nude painting (nu),Realism,Vincent van Gogh,Vincent van Gogh
40616.jpg,1658,landscape,Baroque,Eugene Boudin,Adriaen van de Velde
86672.jpg,1913,landscape,Impressionism,Claude Monet,Claude Monet
39411.jpg,,landscape,Realism,Albrecht Durer,Ivan Shishkin
55091.jpg,c.1988,genre painting,Expressionism,Pablo Picasso,Balthus
83778.jpg,,portrait,Post-Impressionism,Vincent van Gogh,Moise Kisling
9126.jpg,1912,still life,Cubism,Pablo Picasso,Marc Chagall
4626.jpg,1841,portrait,Academicism,Rembrandt,Christina Robertson
28813.jpg,1903,genre painting,Post-Impressionism,Childe Hassam,Konstantin Yuon
25701.jpg,1474,religious painting,Early Renaissance,Vincent van Gogh,Sandro Botticelli
20851.jpg,,cityscape,Post-Impressionism,Childe Hassam,Edouard Cortes
90924.jpg,1900,portrait,Realism,Camille Corot,William-Adolphe Bouguereau
92297.jpg,1882,landscape,Impressionism,Claude Monet,Claude Monet
2159.jpg,1914,flower painting,Post-Impressionism,Vincent van Gogh,Henri Matisse
13002.jpg,,abstract,Abstract Expressionism,Henri Matisse,Richard Diebenkorn
50549.jpg,1906,flower painting,Impressionism,Claude Monet,Claude Monet
69710.jpg,1905,interior,Impressionism,Boris Kustodiev,Konstantin Yuon
77337.jpg,1813,portrait,Rococo,Ivan Aivazovsky,Vladimir Borovikovsky
92096.jpg,1890,portrait,Impressionism,Pablo Picasso,Berthe Morisot
62266.jpg,c.1899,cityscape,Post-Impressionism,Boris Kustodiev,Maurice Prendergast
47285.jpg,,portrait,Romanticism,Rembrandt,Pierre-Paul Prud'hon
92933.jpg,1885,landscape,Impressionism,Vincent van Gogh,Claude Monet
93073.jpg,1885,portrait,Symbolism,Pablo Picasso,Odilon Redon
93554.jpg,1800,portrait,Rococo,John Singer Sargent,Vladimir Borovikovsky
48352.jpg,1873,landscape,Impressionism,Claude Monet,Claude Monet
69804.jpg,,sketch and study,Northern Renaissance,Albrecht Durer,Albrecht Durer
30077.jpg,1529,religious painting,Northern Renaissance,Boris Kustodiev,Lucas Cranach the Elder
49651.jpg,,abstract,Color Field Painting,Henri Matisse,Richard Diebenkorn
18095.jpg,1911.0,design,Art Nouveau (Modern),Henri Matisse,Leon Bakst
14994.jpg,,sketch and study,Northern Renaissance,Albrecht Durer,Albrecht Durer
65535.jpg,1911,abstract,Abstract Art,Pablo Picasso, Wassily Kandinsky
88643.jpg,,sketch and study,Realism,Albrecht Durer,Theophile Steinlen
76490.jpg,1888,genre painting,Post-Impressionism,Vincent van Gogh,Vincent van Gogh
22285.jpg,1906,still life,Expressionism,Henri Matisse,Henri Matisse
22660.jpg,1919,portrait,Post-Impressionism,Henri Matisse,Henri Matisse
71245.jpg,1884,landscape,Impressionism,Claude Monet,Claude Monet
53612.jpg,c.1880,genre painting,Academicism,Camille Pissarro,Henryk Siemiradzki
84138.jpg,1669,genre painting,Baroque,Rembrandt,Adriaen van Ostade
49050.jpg,1910.0,design,Art Nouveau (Modern),Henri Matisse,Leon Bakst
33926.jpg,1870,nude painting (nu),Neoclassicism,John Singer Sargent,William-Adolphe Bouguereau
66018.jpg,1919,flower painting,Impressionism,Claude Monet,Claude Monet
84198.jpg,,design,Art Deco,Boris Kustodiev,Erte
33945.jpg,1665,genre painting,Baroque,Rembrandt,Johannes Vermeer
99622.jpg,1899,cityscape,Impressionism,Vincent van Gogh,Maurice Prendergast
102356.jpg,1869,portrait,Impressionism,Vincent van Gogh,Edgar Degas
90250.jpg,1889,landscape,Post-Impressionism,Vincent van Gogh,Vincent van Gogh
27071.jpg,1900,genre painting,Realism,Theophile Steinlen,Konstantin Yuon
21082.jpg,,abstract,Color Field Painting,Henri Matisse,Richard Diebenkorn
65192.jpg,1918,cityscape,Expressionism,Henri Matisse,Henri Matisse
30222.jpg,1460,portrait,Early Renaissance,Vincent van Gogh,Andrea Mantegna
47341.jpg,,religious painting,Neoclassicism,John Singer Sargent,William-Adolphe Bouguereau
102136.jpg,1917,genre painting,Expressionism,Henri Matisse,Marc Chagall
66626.jpg,1888,flower painting,Post-Impressionism,Vincent van Gogh,Vincent van Gogh
35903.jpg,,marina,Neo-Romanticism,Camille Corot,Theodor Severin Kittelsen
55365.jpg,1949,genre painting,Expressionism,Henri Matisse,Balthus
56092.jpg,1862,portrait,Romanticism,Boris Kustodiev,George Frederick Watts
25004.jpg,c.1898,self-portrait,Realism,Camille Corot,James Tissot
71126.jpg,1863,genre painting,Realism,John Singer Sargent,Edouard Manet
52766.jpg,1765,wildlife painting,Romanticism,Camille Corot,George Stubbs
25968.jpg,1879,history painting,Realism,Camille Corot,Vasily Vereshchagin
78784.jpg,1905,cityscape,Impressionism,Vincent van Gogh,Childe Hassam
97436.jpg,1910,genre painting,Expressionism,Boris Kustodiev,Ernst Ludwig Kirchner
73316.jpg,c.1877,genre painting,Impressionism,Edgar Degas,Edgar Degas
85762.jpg,1912.0,design,Art Nouveau (Modern),Pablo Picasso,set design 
70723.jpg,1975,genre painting,Naïve Art (Primitivism),Pablo Picasso,Marc Chagall
67312.jpg,1889,genre painting,Post-Impressionism,Vincent van Gogh,Vincent van Gogh
76151.jpg,1520,portrait,Northern Renaissance,Albrecht Durer,Albrecht Durer
27814.jpg,,landscape,Impressionism,Claude Monet,Claude Monet
877.jpg,1949,cityscape,New Realism,Pablo Picasso,Edward Hopper
55052.jpg,1880,landscape,Impressionism,Claude Monet,Claude Monet
72188.jpg,1917,flower painting,Impressionism,Claude Monet,Claude Monet
80825.jpg,,portrait,Neoclassicism,Vincent van Gogh,Jean Auguste Dominique Ingres
58348.jpg,1882,portrait,Romanticism,Albrecht Durer,Konstantin Makovsky
2600.jpg,,landscape,Realism,Camille Pissarro,Ivan Shishkin
52065.jpg,,genre painting,Symbolism,Camille Corot,Theodor Severin Kittelsen
23744.jpg,1937,portrait,Expressionism,Pablo Picasso,Balthus
96972.jpg,1937,portrait,Expressionism,Pablo Picasso,Balthus
9952.jpg,,genre painting,Neo-Romanticism,Gustave Dore,Theodor Severin Kittelsen
14356.jpg,1894.0,symbolic painting,Symbolism,Pablo Picasso,Akseli Gallen-Kallela
21160.jpg,,,,Vincent van Gogh,James Tissot
31495.jpg,1914,religious painting,Cubism,Pablo Picasso,Marc Chagall
26786.jpg,1866,religious painting,Romanticism,Gustave Dore,Gustave Dore
54319.jpg,1866,religious painting,Romanticism,Gustave Dore,Gustave Dore
7505.jpg,,religious painting,Romanticism,Gustave Dore,Gustave Dore
37495.jpg,1655.0,religious painting,Baroque,Rembrandt,Luca Giordano
48836.jpg,1926,symbolic painting,Surrealism,Pablo Picasso,Rene Magritte
80140.jpg,1919,landscape,Impressionism,Claude Monet,Claude Monet
21455.jpg,,abstract,Abstract Art,Pablo Picasso,Paul Klee
40418.jpg,1888,religious painting,Symbolism,Pyotr Konchalovsky,James Ensor
94132.jpg,,landscape,Romanticism,Ivan Aivazovsky,Caspar David Friedrich
22534.jpg,,portrait,Realism,John Singer Sargent,Alexey Venetsianov
43742.jpg,1892,landscape,Impressionism,Pierre-Auguste Renoir,Edgar Degas
14094.jpg,1917,landscape,Post-Impressionism,Henri Matisse,Henri Matisse
27718.jpg,1915,still life,Cubism,Pablo Picasso,Henri Matisse
18521.jpg,1910.0,design,Art Nouveau (Modern),Albrecht Durer,Leon Bakst
45154.jpg,1867,portrait,Romanticism,Albrecht Durer,Dante Gabriel Rossetti
76211.jpg,1914,genre painting,Romanticism,Ivan Aivazovsky,Alphonse Mucha
90801.jpg,1415,religious painting,Northern Renaissance,Vincent van Gogh,Robert Campin
90054.jpg,,landscape,Realism,Camille Corot,Camille Corot
42798.jpg,1948,interior,Expressionism,Pablo Picasso,Henri Matisse
84328.jpg,1887,sketch and study,Post-Impressionism,Boris Kustodiev,Vincent van Gogh
21831.jpg,c.1900,landscape,Realism,Claude Monet,Isaac Levitan
59860.jpg,1917,abstract,Abstract Art,Pablo Picasso,Theo van Doesburg
72394.jpg,1311,religious painting,Proto Renaissance,Pablo Picasso,Duccio
49688.jpg,c.1868,genre painting,Romanticism,Gustave Dore,Gustave Dore
67887.jpg,,religious painting,Romanticism,Gustave Dore,Gustave Dore
97941.jpg,1903,genre painting,Neoclassicism,Edgar Degas,John William Godward
56232.jpg,1866,religious painting,Romanticism,Gustave Dore,Gustave Dore
58274.jpg,1866,religious painting,Romanticism,Gustave Dore,Gustave Dore
36142.jpg,1408,religious painting,Byzantine,Camille Pissarro,Andrei Rublev
83232.jpg,,portrait,Neoclassicism,Vincent van Gogh,Jean Auguste Dominique Ingres
61526.jpg,c.1909,self-portrait,Expressionism,Pablo Picasso,Marc Chagall
10685.jpg,,design,Neoplasticism,Pablo Picasso,Theo van Doesburg
68398.jpg,1920.0,genre painting,Dada,Henri Matisse,Otto Dix
67936.jpg,1872,genre painting,Impressionism,Claude Monet,Edgar Degas
65227.jpg,1905,genre painting,Fauvism,Henri Matisse,Henri Matisse
35639.jpg,,landscape,Impressionism,Camille Corot,Konstantinos Volanakis
47425.jpg,1943,symbolic painting,Cubism,Pablo Picasso,Wifredo Lam
8406.jpg,1883.0,landscape,Realism,Camille Pissarro,Efim Volkov
51854.jpg,1512,animal painting,Northern Renaissance,Boris Kustodiev,Albrecht Durer
45462.jpg,1898,portrait,Realism,John Singer Sargent,William-Adolphe Bouguereau
97479.jpg,,landscape,Romanticism,Camille Pissarro,Samuel Palmer
47163.jpg,1943,allegorical painting,Surrealism,Pablo Picasso,Salvador Dali
96253.jpg,c.1886,sketch and study,Post-Impressionism,Vincent van Gogh,Vincent van Gogh
29991.jpg,1895,genre painting,Impressionism,Claude Monet,Claude Monet
79240.jpg,1500,religious painting,High Renaissance,Rembrandt,Andrea Mantegna
43204.jpg,1887,sketch and study,Post-Impressionism,Vincent van Gogh,Vincent van Gogh
38267.jpg,1894,sketch and study,Realism,Rembrandt,Nicholas Roerich
65838.jpg,1911.0,design,Art Nouveau (Modern),Henri Matisse,Leon Bakst
86920.jpg,1896,cityscape,Impressionism,Childe Hassam,Maurice Prendergast
72431.jpg,,still life,Precisionism,Zdislav Beksinski,Georgia O'Keeffe
86117.jpg,1891,nude painting (nu),Realism,Zdislav Beksinski,John Singer Sargent
99868.jpg,1526,religious painting,Northern Renaissance,Albrecht Durer,Albrecht Durer
